,Price,Street,City,Province,Bed,Bath,sqft
2192,740000,1016-1369 Bloor Street W,Toronto,ON,2 bed,1 bath,700-799 sqft
2193,985000,104-1183 Dufferin Street,Toronto,ON,2+1 bed,3 bath,900-999 sqft
2194,959000,1710-125 Redpath Avenue,Toronto,ON,2 bed,2 bath,700-799 sqft
2195,1698000,7 Enid Crescent,Toronto,ON,2+1 bed,2 bath,
2196,2595000,8 Stuart Avenue,Toronto,ON,2 bed,4 bath,
2197,2698000,57 Danville Drive,Toronto,ON,4+1 bed,4 bath,1500-2000 sqft
2198,1099000,1708-125 Redpath Avenue,Toronto,ON,2 bed,2 bath,800-899 sqft
2199,1118000,5409-386 Yonge Street,Toronto,ON,2 bed,2 bath,900-999 sqft
2200,1688000,54 Ryerson Avenue,Toronto,ON,5+2 bed,3 bath,2000-2500 sqft
2201,3890000,136 Farnham Avenue,Toronto,ON,3+1 bed,4 bath,2500-3000 sqft
2202,819900,1311-12 Yonge Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2203,699000,412-28 Ted Rogers Way,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2204,879900,2902-12 York Street,Toronto,ON,2 bed,2 bath,700-799 sqft
2205,1249000,376 O'connor Drive,Toronto,ON,– bed,– bath,
2206,4287500,G1-1 Benvenuto Place,Toronto,ON,3 bed,3 bath,2250-2499 sqft
2207,4888800,119 Finch Avenue E,Toronto,ON,Professional Office,7707 sqft,
2208,3188000,280 Kingsdale Avenue,Toronto,ON,4+1 bed,4 bath,3500-5000 sqft
2209,849000,1007-30 Meadowglen Place,Toronto,ON,2+1 bed,2 bath,800-899 sqft
2210,2300000,19 Candis Drive,Toronto,ON,3+1 bed,4 bath,
2211,10495000,34 Glenayr Road,Toronto,ON,4+1 bed,7 bath,5000+ sqft
2212,3380000,58 Castlefield Avenue,Toronto,ON,4+2 bed,3 bath,2000-2500 sqft
2213,599000,2808-50 Brian Harrison Way,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2214,699999,305-10 Markbrook Lane,Toronto,ON,2 bed,2 bath,1000-1199 sqft
2215,3950000,703-25 Scrivener Square,Toronto,ON,3 bed,2 bath,2000-2249 sqft
2216,788000,3106-2 Anndale Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
2217,679000,3707-8 Eglinton Avenue E,Toronto,ON,1 bed,1 bath,500-599 sqft
2218,1690000,110 Acton Avenue,Toronto,ON,3+3 bed,3 bath,
2219,23000000,39 The Bridle Path,Toronto,ON,5+1 bed,9 bath,
2220,699999,PH11-28 Olive Avenue,Toronto,ON,1 bed,1 bath,600-699 sqft
2221,628888,303-323 Richmond Street E,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2222,818900,1203-1201 Steeles Avenue W,Toronto,ON,2 bed,2 bath,1200-1399 sqft
2223,625000,613-98 Strachan Avenue,Toronto,ON,1 bed,1 bath,600-699 sqft
2224,1567300,#22-1 Baxter Street,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
2225,1399000,19 Ashridge Drive,Toronto,ON,3+2 bed,3 bath,
2226,2498000,6 Waring Court,Toronto,ON,4+1 bed,4 bath,
2227,1998000,21 Sheldonbury Crescent,Toronto,ON,5+1 bed,3 bath,
2228,929000,6406-14 York Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2229,2148000,101 Olive Avenue,Toronto,ON,4 bed,3 bath,
2230,999999,2408-89 Mcgill Street,Toronto,ON,3 bed,2 bath,800-899 sqft
2231,58000,P2 A/1-530 St Clair Avenue W,Toronto,ON,– bed,– bath,
2232,865000,611-105 George Street,Toronto,ON,2 bed,2 bath,700-799 sqft
2233,648888,1511-2000 Islington Avenue,Toronto,ON,1+1 bed,2 bath,1400-1599 sqft
2234,2089000,70 Annie Craig Boulevard,Toronto,ON,2 bed,3 bath,1001 to 1500 sqft
2235,675000,419-60 George Butchart Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2236,384900,1507-234 Albion Road,Toronto,ON,2 bed,1 bath,800-899 sqft
2237,2375000,871 St Clarens Avenue,Toronto,ON,2+1 bed,2 bath,
2238,2999988,3-165 Pears Avenue,Toronto,ON,3 bed,4 bath,2250-2499 sqft
2239,4200000,64 Laws Street,Toronto,ON,9+7 bed,6 bath,5000+ sqft
2240,1178000,2508-11 Wellesley Street W,Toronto,ON,2+1 bed,2 bath,700-799 sqft
2241,2195000,5601-8 The Esplanade Avenue,Toronto,ON,2+1 bed,3 bath,1600-1799 sqft
2242,649000,816-18 Yonge Street,Toronto,ON,1 bed,1 bath,600-699 sqft
2243,975000,505-128 Pears Avenue,Toronto,ON,1+1 bed,1 bath,700-799 sqft
2244,2699900,188 Humberside Avenue,Toronto,ON,6+1 bed,4 bath,
2245,1379000,135 Leyton Avenue,Toronto,ON,2+2 bed,3 bath,
2246,999000,12 Medford Avenue,Toronto,ON,3 bed,2 bath,
2247,489000,2304-8 Colborne Street,Toronto,ON,1 bed,1 bath,500-599 sqft
2248,4595000,506-68 Yorkville Avenue,Toronto,ON,4 bed,5 bath,2750-2999 sqft
2249,938000,2908-88 Scott Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2250,970000,405-840 Dupont Street,Toronto,ON,2 bed,2 bath,800-899 sqft
2251,699998,714-18 Yonge Street,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2252,979000,705-4200 Bathurst Street,Toronto,ON,2+1 bed,3 bath,1600-1799 sqft
2253,1350000,5202-125 Blue Jays Way,Toronto,ON,3 bed,2 bath,1000-1199 sqft
2254,1098888,49 Holley Avenue,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
2255,1449000,651 O'connor Drive,Toronto,ON,3+1 bed,3 bath,
2256,2100000,2 Michigan Drive,Toronto,ON,3+2 bed,3 bath,2000-2500 sqft
2257,1888000,15 Shippigan Crescent,Toronto,ON,3+2 bed,2 bath,
2258,988000,41 Shadowood Court,Toronto,ON,3+2 bed,4 bath,
2259,1049000,104-485 Logan Avenue,Toronto,ON,2 bed,2 bath,900-999 sqft
2260,1299000,306-485 Logan Avenue,Toronto,ON,2 bed,3 bath,1200-1399 sqft
2261,1559900,4005-8 The Esplanade ,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
2262,1789000,5 Havenridge Drive,Toronto,ON,3+3 bed,3 bath,
2263,1799000,119 Humewood Drive,Toronto,ON,3 bed,2 bath,
2264,575000,1701A-19 Singer Court,Toronto,ON,– bed,1 bath,500-599 sqft
2265,999900,98 Ascot Avenue,Toronto,ON,3 bed,2 bath,
2266,4800000,61 The Kingsway ,Toronto,ON,4 bed,5 bath,3000-3500 sqft
2267,649000,3405-70 Forest Manor Rd Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
2268,1690000,211 Manning Avenue,Toronto,ON,3 bed,3 bath,1500-2000 sqft
2269,989888,2010-330 Richmond Street W,Toronto,ON,2 bed,2 bath,800-899 sqft
2270,1399800,6607-388 Yonge Street,Toronto,ON,2 bed,2 bath,1200-1399 sqft
2271,750000,312-36 Forest Manor Road,Toronto,ON,1+1 bed,2 bath,500-599 sqft
2272,1899000,267 Cornelius Parkway,Toronto,ON,3+2 bed,4 bath,
2273,4990000,15 Flaremore Crescent,Toronto,ON,4+2 bed,6 bath,5000+ sqft
2274,719000,PH11-225 Bamburgh Circle,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
2275,995000,1008-1 Yorkville Avenue,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2276,1649000,PH2-2 Bellefair Avenue,Toronto,ON,2 bed,3 bath,1200-1399 sqft
2277,839990,812-219 Dundas Street E,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2278,395000,107-78 Warren Road,Toronto,ON,– bed,1 bath,0-499 sqft
2279,1033333,1205-2181 Yonge Street,Toronto,ON,2 bed,2 bath,1200-1399 sqft
2280,2388800,916-211 Queens Quay W,Toronto,ON,2 bed,2 bath,1600-1799 sqft
2281,1158000,1507-60 Berwick Avenue,Toronto,ON,2 bed,2 bath,800-899 sqft
2282,549000,3001-28 Wellesley Street,Toronto,ON,– bed,1 bath,0-499 sqft
2283,659000,907-3220 Sheppard Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2284,1298888,5704-386 Yonge Street,Toronto,ON,2+1 bed,2 bath,900-999 sqft
2285,659900,1509-28 Olive Avenue,Toronto,ON,1 bed,1 bath,600-699 sqft
2286,6450000,PH12-118 Merchants' Wharf ,Toronto,ON,3+1 bed,5 bath,4000-4249 sqft
2287,1199000,TH 101-70 Annie Craig Drive,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
2288,999000,1108-110 Charles Street E,Toronto,ON,2 bed,2 bath,800-899 sqft
2289,2715000,2 Hyde Avenue,Toronto,ON,7 bed,4 bath,2500-3000 sqft
2290,2200000,162 Church Avenue,Toronto,ON,3+1 bed,2 bath,
2291,1999000,#9-390 Wellesley Street E,Toronto,ON,2+1 bed,3 bath,1500-2000 sqft
2292,1495000,PH10-152 St Patrick Street,Toronto,ON,2 bed,2 bath,1400-1599 sqft
2293,6000,LOCKER-11 Charlotte Street,Toronto,ON,– bed,– bath,
2294,4668000,17 Teddington Park Avenue,Toronto,ON,9+4 bed,13 bath,
2295,1670000,41 Farrell Avenue,Toronto,ON,3+2 bed,2 bath,
2296,1099000,65 Madras Crescent,Toronto,ON,3 bed,2 bath,
2297,1099000,65 Madras Crescent,Toronto,ON,3 bed,2 bath,
2298,950000,1004-88 Scott Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2299,4790000,125 Highland Crescent,Toronto,ON,4+2 bed,4 bath,
2300,2588000,157 Cottonwood Drive,Toronto,ON,5+3 bed,3 bath,
2301,899900,2416-55 Harbour Square,Toronto,ON,1+1 bed,2 bath,1000-1199 sqft
2302,1169000,1074 Dupont Street,Toronto,ON,4 bed,2 bath,
2303,1488000,180 Harvie Avenue,Toronto,ON,3 bed,3 bath,
2304,999000,2312-330 Richmond Street,Toronto,ON,2 bed,2 bath,800-899 sqft
2305,615000,216-50 George Butchart Drive,Toronto,ON,1+1 bed,2 bath,500-599 sqft
2306,1799000,1733 Dufferin Street,Toronto,ON,4+2 bed,3 bath,
2307,2089000,4004-70 Annie Craig Boulevard W,Toronto,ON,2 bed,3 bath,1000-1199 sqft
2308,720000,1109-30 Meadowglen Place,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2309,699900,308-150 Leeward Glenway Way,Toronto,ON,4 bed,2 bath,1000-1199 sqft
2310,610000,709-2015 Sheppard Avenue E,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2311,1599000,32 Tom Wells Crescent,Toronto,ON,6 bed,4 bath,3000-3500 sqft
2312,4220220,9 Larabee Crescent,Toronto,ON,4+2 bed,6 bath,3500-5000 sqft
2313,609990,118-50 George Butchart Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2314,699000,1907-50 Ann O'reilly Road,Toronto,ON,1 bed,1 bath,500-599 sqft
2315,1029888,1107-75 Wynford Heights Crescent,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
2316,899000,1112-30 Ordnance Street,Toronto,ON,1 bed,1 bath,590 sqft
2317,949999,1505-5 Concorde Place,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
2318,1099000,2801-14 York Street,Toronto,ON,3 bed,2 bath,900-999 sqft
2319,1789000,11 Hanson Road,Toronto,ON,8+2 bed,5 bath,
2320,8895000,THB-1 St Thomas Street,Toronto,ON,3 bed,5 bath,5000+ sqft
2321,4448000,468 Cranbrooke Avenue,Toronto,ON,4+1 bed,5 bath,3500-5000 sqft
2322,3995000,87 Gloucester Street,Toronto,ON,3 bed,4 bath,2500-3000 sqft
2323,1249000,2902-199 Richmond Street W,Toronto,ON,3+1 bed,2 bath,900-999 sqft
2324,918000,1501-18 Hollywood Avenue,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
2325,1739000,504-8 Sultan Street,Toronto,ON,2 bed,2 bath,1400-1599 sqft
2326,849900,727-5 Everson Drive,Toronto,ON,2+1 bed,2 bath,900-999 sqft
2327,2800000,35 Chaplin Crescent,Toronto,ON,4 bed,2 bath,2500-3000 sqft
2328,1099000,PH1308-565 Wilson Avenue,Toronto,ON,2+1 bed,3 bath,1600-1799 sqft
2329,469900,415-2550 Bathurst Street,Toronto,ON,1 bed,1 bath,700-799 sqft
2330,1400000,22-17 Powerhouse Street,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
2331,2998000,88 Beaconsfield Avenue,Toronto,ON,8+1 bed,6 bath,
2332,699000,2507-85 Queens Wharf Road,Toronto,ON,1 bed,1 bath,600-699 sqft
2333,699999,2022-25 Greenview Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2334,7495000,6A-36 Hazelton Avenue,Toronto,ON,2 bed,3 bath,3000-3249 sqft
2335,1288000,237 Acton Avenue,Toronto,ON,3+1 bed,2 bath,
2336,1264800,401-2639 Dundas Street W,Toronto,ON,2 bed,2 bath,900-999 sqft
2337,849990,GPH5-100 Harrison Garden Boulevard,Toronto,ON,1+1 bed,1 bath,700-799 sqft
2338,888000,408-2 Anndale Drive,Toronto,ON,2+1 bed,2 bath,900-999 sqft
2339,559000,406-5 St Joseph Street,Toronto,ON,– bed,1 bath,0-499 sqft
2340,749900,109-1183 Dufferin Street,Toronto,ON,1 bed,1 bath,800-899 sqft
2341,699000,2004-50 Ordnance Street,Toronto,ON,1 bed,1 bath,500-599 sqft
2342,639888,303-284 Bloor Street W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2343,3888000,92 Upper Canada Drive,Toronto,ON,5+3 bed,8 bath,5000+ sqft
2344,1415000,304-115 Denison Avenue,Toronto,ON,3 bed,2 bath,1000-1199 sqft
2345,1050000,410-115 Denison Avenue,Toronto,ON,1+1 bed,1 bath,800-899 sqft
2346,1125000,315-115 Denison Avenue,Toronto,ON,2 bed,2 bath,800-899 sqft
2347,2990000,GPH22-259 The Kingsway ,Toronto,ON,2 bed,3 bath,2000-2249 sqft
2348,1230000,615-17 Bathurst Street,Toronto,ON,3 bed,2 bath,900-999 sqft
2349,598000,202-225 Bamburgh Circle,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
2350,689000,904-410 Queens Quay W,Toronto,ON,1+1 bed,1 bath,700-799 sqft
2351,1788000,3006-15 Queens Quay E,Toronto,ON,3 bed,2 bath,1200-1399 sqft
2352,1468000,19 Krawchuk Lane,Toronto,ON,3 bed,3 bath,1500-2000 sqft
2353,598000,210-70 Annie Craig Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
2354,849000,1709-15 Greenview Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2355,3498888,11 Dornfell Street,Toronto,ON,4+2 bed,6 bath,3500-5000 sqft
2356,675000,1002-20 Soudan Avenue,Toronto,ON,1 bed,1 bath,0-499 sqft
2357,3495000,501-88 Davenport Road,Toronto,ON,2+1 bed,3 bath,1800-1999 sqft
2358,743800,1211-2 Sonic Way,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2359,565000,1118-451 The West Mall ,Toronto,ON,1 bed,1 bath,800-899 sqft
2360,3339000,1801-88 Davenport Road,Toronto,ON,2+1 bed,2 bath,1800-1999 sqft
2361,710000,56-1359 Neilson Road,Toronto,ON,2 bed,2 bath,700-799 sqft
2362,1780000,568 Delaware Avenue N,Toronto,ON,4+1 bed,5 bath,
2363,1699000,SPH2309-10 Queens Quay W,Toronto,ON,2+1 bed,3 bath,1800-1999 sqft
2364,950000,307-38 Forest Manor Drive,Toronto,ON,3 bed,2 bath,800-899 sqft
2365,1088000,9 Penmarric Place,Toronto,ON,3 bed,2 bath,
2366,2180000,19 Waring Court,Toronto,ON,4+4 bed,2 bath,
2367,8800000,19 Royal Oak Drive,Toronto,ON,7 bed,9 bath,5000+ sqft
2368,979000,616-7 Bishop Avenue,Toronto,ON,2+2 bed,2 bath,1200-1399 sqft
2369,828000,63 Treeland Way,Toronto,ON,3 bed,3 bath,1400-1599 sqft
2370,714990,911-65 Annie Craig Drive W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
2371,12500000,5B-36 Hazelton Avenue,Toronto,ON,2 bed,3 bath,3750-3999 sqft
2372,2500,2401-16 Bonnycastle Street,Toronto,ON,1 bed,1 bath,501 to 1000 sqft
2373,899900,902-152 St Patrick Street,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
2374,3950000,20 Dupont Street,Toronto,ON,3+1 bed,5 bath,
2375,639000,2070-100 Mornelle Court,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
2376,789900,810-55 Ontario Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2377,2549000,UPH1-609 Avenue Road,Toronto,ON,3 bed,3 bath,1400-1599 sqft
2378,1048000,2509-2000 Islington Avenue,Toronto,ON,3 bed,2 bath,1800-1999 sqft
2379,4900000,52 Norton Avenue,Toronto,ON,4+1 bed,6 bath,
2380,780000,310-10 Willison Square,Toronto,ON,3 bed,2 bath,800-899 sqft
2381,780000,710-10 Willison Square,Toronto,ON,3 bed,2 bath,800-899 sqft
2382,1375000,4 Melville Avenue,Toronto,ON,4 bed,2 bath,
2383,3200000,37 Elinor Avenue,Toronto,ON,5+3 bed,8 bath,3500-5000 sqft
2384,4980000,30 Denver Crescent,Toronto,ON,5+1 bed,7 bath,5000+ sqft
2385,870000,1001-10 Willison Square,Toronto,ON,3 bed,2 bath,900-999 sqft
2386,499900,1404-251 Jarvis Street,Toronto,ON,– bed,1 bath,0-499 sqft
2387,1990000,59 Bishop Avenue,Toronto,ON,7 bed,2 bath,
2388,649000,1711-155 Yorkville Avenue W,Toronto,ON,1+1 bed,1 bath,0-499 sqft
2389,2489000,4704-70 Annie Craig Drive,Toronto,ON,2+1 bed,3 bath,1400-1599 sqft
2390,1498800,#2810-832 Bay Street,Toronto,ON,3+1 bed,2 bath,1200-1399 sqft
2391,2195000,201-355 Bedford Park Avenue,Toronto,ON,2 bed,3 bath,1400-1599 sqft
2392,3490000,603-355 Bedford Park Avenue,Toronto,ON,2+2 bed,3 bath,2000-2249 sqft
2393,2980000,35 Conifer Drive,Toronto,ON,4+1 bed,5 bath,3500-5000 sqft
2394,2495000,216 Woodville Avenue,Toronto,ON,4 bed,4 bath,2000-2500 sqft
2395,699900,313-251 Jarvis Street,Toronto,ON,3 bed,1 bath,800-899 sqft
2396,2588000,3305-2045 Lake Shore Boulevard W,Toronto,ON,3 bed,3 bath,3250-3499 sqft
2397,798000,2302-21 Hillcrest Avenue,Toronto,ON,1+1 bed,2 bath,800-899 sqft
2398,2598000,3802-2181 Yonge Street,Toronto,ON,2+1 bed,4 bath,2500-2749 sqft
2399,35000,2181 Yonge Street,Toronto,ON,– bed,– bath,0-499 sqft
2400,798000,501-18 Harrison Garden Boulevard,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2401,899000,312-10 Kenneth Avenue,Toronto,ON,2 bed,2 bath,1200-1399 sqft
2402,1588000,34 Eaglestone Road,Toronto,ON,4+2 bed,4 bath,2000-2500 sqft
2403,2790000,89 Finch Avenue E,Toronto,ON,5 bed,3 bath,
2404,2790000,95 Finch Avenue E,Toronto,ON,3+1 bed,3 bath,
2405,699900,610-4208 Dundas Street W,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2406,1199999,1020-295 Adelaide Street W,Toronto,ON,2 bed,2 bath,1000-1199 sqft
2407,778000,603-21 Dale Avenue,Toronto,ON,2 bed,1 bath,1000-1199 sqft
2408,1699000,246 Sherbourne Street,Toronto,ON,7 bed,5 bath,1500-2000 sqft
2409,569000,101-1530 Weston Road,Toronto,ON,2 bed,2 bath,700-799 sqft
2410,599900,#507-120 Harrison Garden Boulevard,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2411,3289000,30 Hillhurst Boulevard,Toronto,ON,3 bed,3 bath,2000-2500 sqft
2412,2298000,564 Main Street,Toronto,ON,4+1 bed,6 bath,2000-2500 sqft
2413,725000,324-50 George Butchard Drive,Toronto,ON,2 bed,2 bath,700-799 sqft
2414,2648000,33 Tavistock Road,Toronto,ON,4+1 bed,5 bath,3500-5000 sqft
2415,699990,702-50 George Buchart Drive,Toronto,ON,2 bed,2 bath,600-699 sqft
2416,1599900,315 Gilbert Avenue,Toronto,ON,3 bed,4 bath,
2417,1888000,7010-88 Harbour Street,Toronto,ON,2 bed,2 bath,1000-1199 sqft
2418,3750000,2841 Keele Street,Toronto,ON,9+3 bed,11 bath,3500-5000 sqft
2419,749000,2714-105 The Queensway Avenue,Toronto,ON,1+1 bed,1 bath,700-799 sqft
2420,1350000,4 Greenlaw Avenue,Toronto,ON,3+2 bed,3 bath,
2421,2975000,901-1166 Bay Street,Toronto,ON,2 bed,2 bath,2000-2249 sqft
2422,2595000,401-1166 Bay Street,Toronto,ON,2 bed,2 bath,2000-2249 sqft
2423,749000,19 Western Battery Road,Toronto,ON,1 bed,2 bath,601 sqft
2424,1550000,18 Legato Court,Toronto,ON,– bed,– bath,
2425,1698000,20 Legato Court,Toronto,ON,– bed,– bath,
2426,589000,6201-14 York Street,Toronto,ON,– bed,1 bath,0-499 sqft
2427,399900,519-4064 Lawrence Avenue E,Toronto,ON,3 bed,2 bath,1000-1199 sqft
2428,1668000,516-29 Queens Quay E,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
2429,1880000,281 George Street,Toronto,ON,8 bed,4 bath,2418 sqft
2430,675000,2408-251 Manitoba Street,Toronto,ON,1 bed,1 bath,500-599 sqft
2431,2450000,TH 4-10 Morrison Street,Toronto,ON,2+1 bed,3 bath,1600-1799 sqft
2432,2095000,68 Geary Avenue,Toronto,ON,– bed,– bath,
2433,829900,810-1461 Lawrence Avenue,Toronto,ON,3 bed,3 bath,900-999 sqft
2434,1750000,4206 Bloor St West Street,Toronto,ON,3+1 bed,3 bath,
2435,898000,1110-36 Forest Manor Road,Toronto,ON,2 bed,2 bath,700-799 sqft
2436,1288000,25 Boem Avenue,Toronto,ON,3 bed,2 bath,
2437,1690000,197 Finch Avenue E,Toronto,ON,4+3 bed,2 bath,
2438,2999990,12 Coleridge Avenue,Toronto,ON,7+1 bed,5 bath,
2439,1199000,92 Chambers Avenue,Toronto,ON,3+1 bed,2 bath,
2440,635000,1407-3220 Sheppard Avenue E,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2441,1399000,95 Fourth Street,Toronto,ON,3+1 bed,2 bath,
2442,5295000,301-1 Post Road,Toronto,ON,2 bed,4 bath,3500-3749 sqft
2443,1499000,2942 Lake Shore Boulevard W,Toronto,ON,1 bed,3 bath,
2444,3150000,PH18-585 Bloor Street E,Toronto,ON,3 bed,4 bath,2250-2499 sqft
2445,1925000,326-585 Bloor Street E,Toronto,ON,2 bed,3 bath,1800-1999 sqft
2446,630000,217-100 Coe Hill Drive,Toronto,ON,2 bed,1 bath,1000-1199 sqft
2447,2398000,46 Centre Avenue,Toronto,ON,4+2 bed,4 bath,
2448,3490000,408-1700 Avenue Road,Toronto,ON,3 bed,3 bath,2250-2499 sqft
2449,1175000,1107-170 Avenue Road,Toronto,ON,2 bed,2 bath,800-899 sqft
2450,2888000,141 Park Home Avenue,Toronto,ON,4+1 bed,5 bath,3500-5000 sqft
2451,3695000,PH1-540 College Street,Toronto,ON,3 bed,3 bath,2250-2499 sqft
2452,3999000,37 Dominion Road,Toronto,ON,9+4 bed,9 bath,5000+ sqft
2453,1800000,29 Bendale Boulevard,Toronto,ON,4 bed,3 bath,
2454,1650000,130 Ivy Avenue,Toronto,ON,3+1 bed,3 bath,
2455,1887700,527 Victoria Park Avenue,Toronto,ON,Land,3500 sqft,
2456,49900,100 Harrison Garden Boulevard,Toronto,ON,– bed,– bath,0-499 sqft
2457,2788000,5 Foxwarren Drive,Toronto,ON,5+2 bed,4 bath,
2458,582000,208-38 Forest Manor Road N,Toronto,ON,1 bed,1 bath,0-499 sqft
2459,725000,3210-32 Forest Manor Road,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2460,2065900,408-18 Maitland Terrace,Toronto,ON,3 bed,3 bath,1400-1599 sqft
2461,2063900,407-18 Maitland Terrace,Toronto,ON,3 bed,3 bath,1400-1599 sqft
2462,2216900,405-18 Maitland Terrace,Toronto,ON,3 bed,3 bath,1400-1599 sqft
2463,6200000,79 Forest Grove Drive,Toronto,ON,4+1 bed,3 bath,
2464,649000,109-60 George Butchart Drive,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2465,1149900,50 Haverson Boulevard,Toronto,ON,2+1 bed,2 bath,
2466,1998800,36 Arcadian Circle,Toronto,ON,Apts-2 To 5 Units,4542 sqft,
2467,439000,1101-940 Caledonia Road S,Toronto,ON,3+1 bed,1 bath,900-999 sqft
2468,1098000,401-138 Princess Street,Toronto,ON,2 bed,2 bath,900-999 sqft
2469,1299000,48 Walsh Avenue,Toronto,ON,5+5 bed,4 bath,
2470,579900,1213-88 Blue Jays Way,Toronto,ON,– bed,1 bath,0-499 sqft
2471,4498000,5 True Davidson Drive,Toronto,ON,4+1 bed,6 bath,3500-5000 sqft
2472,2518000,659 Euclid Avenue,Toronto,ON,4+1 bed,3 bath,
2473,1459000,35 Day Avenue,Toronto,ON,3 bed,2 bath,
2474,1498000,191 Gladstone Avenue,Toronto,ON,2+1 bed,2 bath,
2475,7799000,370 Glencairn Avenue,Toronto,ON,4+2 bed,7 bath,5000+ sqft
2476,1950000,PH09W-1926 Lake Shore Boulevard W,Toronto,ON,2+1 bed,3 bath,1400-1599 sqft
2477,1199000,709-492 Eglinton Avenue E,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
2478,2699999,74 Citation Drive,Toronto,ON,3+1 bed,3 bath,
2479,1789000,166 Aldwych Avenue,Toronto,ON,5 bed,3 bath,
2480,3000000,16 Payzac Avenue,Toronto,ON,– bed,– bath,5000+ sqft
2481,2100000,273 Finch Avenue E,Toronto,ON,3+1 bed,2 bath,
2482,2549000,10 Kipling Grove Court,Toronto,ON,3+1 bed,5 bath,3000-3500 sqft
2483,2195000,1039 Bathurst Street,Toronto,ON,8+4 bed,12 bath,
2484,2990000,47 Aspenwood Drive,Toronto,ON,5 bed,4 bath,5000+ sqft
2485,3100000,232 Bellamy Road N,Toronto,ON,2+1 bed,1 bath,
2486,3095500,7B-1 Chedington Place,Toronto,ON,2 bed,3 bath,2000-2249 sqft
2487,1845000,107 Cummer Avenue,Toronto,ON,3+3 bed,3 bath,
2488,5890000,19 Forest Glen Crescent,Toronto,ON,2+1 bed,3 bath,3000-3500 sqft
2489,1999900,474 St Johns Road,Toronto,ON,6+2 bed,3 bath,2000-2500 sqft
2490,3399999,246 Edenbridge Drive,Toronto,ON,4 bed,5 bath,3000-3500 sqft
2491,1398888,103-701 Dovercourt Road,Toronto,ON,2 bed,2 bath,1200-1399 sqft
2492,1599000,203 Goulding Avenue,Toronto,ON,3+2 bed,2 bath,
2493,250,PARKING-50 Charles Street E,Toronto,ON,– bed,– bath,
2494,439000,1912-390 Dixon Road,Toronto,ON,2 bed,1 bath,1000-1199 sqft
2495,1499900,407-160 Frederick Street,Toronto,ON,2+1 bed,3 bath,2000-2249 sqft
2496,1248800,2-52 Holmes Avenue,Toronto,ON,2 bed,2 bath,1200-1399 sqft
2497,2799900,32 Mossgrove Trail,Toronto,ON,5+2 bed,4 bath,
2498,3488000,73 Bonnyview Drive,Toronto,ON,4+2 bed,5 bath,3000-3500 sqft
2499,439900,410-71 Jonesville Crescent,Toronto,ON,1+1 bed,1 bath,700-799 sqft
2500,2998000,216 Keele Street,Toronto,ON,Apts-6 To 12 Units,4052 sqft,
2501,5750000,18 Wimpole Drive,Toronto,ON,4+2 bed,7 bath,
2502,1049000,803-33 Bay Street,Toronto,ON,2+1 bed,2 bath,900-999 sqft
